Text,Category
"many of the other
issues around ecosystem building will still be there regardless of the blockchain",Blockchain
"an important aspect of this discussion
also relates to the training of healthcare it personnel",Blockchain
"these personnel might be needed to be retrained on blockchain
technology if the blockchain technology would enter into the healthcare space
 adoption and incentives for participation
as discussed adoption of blockchain technology in the healthcare space would require coordination and cooperation
of multiple stakeholders",Blockchain
"these stakeholders for example could be the hospital device manufacturers care personnel

a preprint december  
patients etc",Blockchain
"as the adoption of blockchain technology would require cooperation from multiple stakeholders with
some changes in each of these stakeholder’s current operational and business model it would be natural for these
stakeholders to expect some incentive to participate in the change process",Blockchain
"in order to manage these expectations new
business models must be explored that can provide fair incentives to all the stakeholders",Blockchain
"the provided incentives
should acknowledge the costs and efforts in deploying or adopting a blockchain based technologies along with any
underlying changes in the operational model that the deployed solution entails",Blockchain
"consider the solution for blockchain
based patient data management",Blockchain
"in this particular scenario a fair incentive scheme must be devised in a sustainable
business model that can be accepted by the patients device manufactures backend it solution providers hospitals etc",Blockchain
as this application is still evolving it would be some time before proven robust incentive models are aplenty,Blockchain
"in the
meantime any associated risk of a particular incentive model must be rigorously assessed and quantified as much as
possible
 uncertain cost of operation
while blockchain has promising features such as no need of central authority and hence no central point of failure
transparency and relatively fast settlement of transactions the cost of operating blockchain systems are not yet known",Blockchain
"today a significant amount of resources in healthcare is being spent on personnel time and money to build and manage
the current traditional information systems and data exchanges",Blockchain
"on top of that there is an overhead of continuously
updating the systems troubleshooting issues performing backups worrying about hacks and data breaches",Blockchain
"the
blockchainbased hie system could prove itself to be costeffective and more efficient compared to the traditional
hie system",Blockchain
this for example could come due to the enhanced security by design,Blockchain
"nonetheless the overall cost
factors involved in a blockchain technologybased healthcare services must be robustly assessed in a given business and
operational model of a healthcare organization
 regulation
a solution in the healthcare space needs to adhere to a various set of regulations as the patient’s health and even life
is at stake directly or indirectly",Blockchain
"further as it concerns health data the concerns regarding data privacy are also the
highest",Blockchain
"the blockchain technology being a new technological solution that is being adopted among the early users
one of the challenges remain on how the solutions on top of blockchain technology comply with existing regulations
and standards",Blockchain
"while existing hie systems have multiple years to evolve towards meeting the regulatory requirements
the blockchain technology might be still in the evolution phase to find the sweet landing spot within the healthcare
space where it can also adequately adhere to set healthcare standards and regulations",Blockchain
"to achieve this a number of pilot
deployments and rigorous test and validation of the underlying technological pieces must be considered by the solution
providers",Blockchain
"the requirements to adhere to regulations could also be an impetus for further technological advancements
in the blockchain technology",Blockchain
"the requirements from recently enforced general data protection rule gdpr is one of the cases which is leading
discussion and thoughts on how blockchain technology can further evolve to comply with set regulations",Blockchain
"blockchain
and gdpr has a dual relationship",Blockchain
"on the one hand gdpr as an example enforces provisions like the right to
erasureright to be forgotten giving a person data originator full right and control over his or her data which directly
conflicts with the immutable nature of blockchain",Blockchain
"healthcare data are generally stored offchain and only pointers
to the data usually its cryptographic hash is stored in the blockchain",Blockchain
"this approach provides a way to make a
blockchain application gdpr compliant",Blockchain
"however one can always argue that the cryptographic hash can still be
considered a form of the personal data which is a separate discussion in itself",Blockchain
"over time better tradeoffs are bound to
come where regulatory compliance feeds very well to only evolution and maturity of blockchain technology for even
more widespread adoption",Blockchain
"at this point it is wise to consider incorporating gdpr like regulations in blockchain
applications",Blockchain
"on the other hand from a decentralization perspective regulations like gdpr and blockchain are perfect
partners",Blockchain
"with the increasing awareness among users about their personal data and enforcement of privacy regulations
there has been a surge in the interest around the patientcontrolled health care data",Blockchain
"given the existence of userfriendly
applications for management of the personal data with proper security and incentive structures individuals can have
access and control to their healthcare data and can participate in pp global dataexchange required for healthcare
research and services all powered by blockchain
 governance
the basic premise of the distributed nature of blockchain helps to bring multiple parties into a trusted transaction
scheme without the need of any centralized authorities",Blockchain
"however if we consider how healthcare organizations operate
there can be several different operational models",Blockchain
"in certain operational models of blockchain based solutions it might

a preprint december  
be imperative to have a certain stakeholder assuming the role of a regulator to govern the overall operation of the
blockchain",Blockchain
this governing model might for example be needed to meet the regulatory requirements,Blockchain
"it is not yet clear
how such a governance structure can be managed properly in a system with multiple disparate parties",Blockchain
"this aspect of
governance will also have a tiein with the intended incentive schemes",Blockchain
"however as the adoption of blockchain based
solutions will evolve in the healthcare space we would see various solutions also to the requirements of governance
 scaling
not only in healthcare but any industry the underlying blockchain network has to be scalable for successful application
of any blockchainbased solutions",Blockchain
"it is likely that at least in the early phase several solutions in healthcare will use
semipermissioned blockchains which are scalable and have high transaction throughput at the cost of decentralization",Blockchain
however there will still be a need for public blockchains for communication among permissioned blockchain networks,Blockchain
besides a blockchainenabled global hie can only be possible with highly scalable public blockchains,Blockchain
"in current
form public blockchain networks like bitcoin and ethereum are not fast and cheap enough to host any decentralized
applications on a large scale",Blockchain
"however there have been several ongoing scaling efforts such as lightning network state
channels plasma chains sharding zksnarks etc",Blockchain
and some of them are already being adopted in practice,Blockchain
"in the future
it is likely that the public blockchains will be fast and cheap enough for their mass adoption",Blockchain
"conclusion
blockchain technology has the potential to solve several problems plaguing the healthcare industry today",Blockchain
"as a trust
mediator it can enable novel healthcare solutions and as an incentive machine it can enable novel business models
that may lead to a new dynamic among various healthcare stakeholders like patients and providers",Blockchain
"for example a
patientcentric healthcare model and a global hie might be realized by virtue of blockchain enabled decentralized trust
and incentive structures",Blockchain
"similarly blockchain based decentralized networkservices may minimize vendor lockin
problems in healthcare",Blockchain
"in this document we reviewed major use cases of blockchain such as healthcare data management supply chain
management in the pharmaceutical industry medication adherence billingclaims management analytics etc",Blockchain
"examples
of organizations developing blockchainbased applications for these use cases were also presented",Blockchain
"the proposed
applications range from moonshot projects trying to build a complete decentralized health care ecosystem to specific
applications such as data provenance counterfeit drugs identification consent management etc",Blockchain
"despite the immense potential of blockchain technology and an enormous amount of interest around it we found that
its impact on healthcare is minimal and is still in the early days",Blockchain
"most of the blockchain based healthcare solutions are
still in the form of novel concepts represented by whitepapers prototypes or only a very small number of working
products with a limited user base",Blockchain
"however the field is evolving rapidly we anticipate a significant positive impact
of blockchain in healthcare in the future",Blockchain
"challenges such as interoperability integration with the existing systems
uncertainty in cost technological and adoption barrier regulatory compliance and scaling have to be successfully
tackled to help blockchain make its mark in the healthcare industry",Blockchain
"thank you professor herath for your academic advising support and guidance 
during my master’s degree at st cloud state university",Blockchain
"i would like to thank you again 
professor ghosh for offering me the practical knowledge about the information assurance",Blockchain
"i would like to thank the fulbright program to sponsor my study at st cloud state 
university",Blockchain
"last but not the least i would like to thank my family my parents and my brothers 
and sister for supporting me spiritually mentally throughput writing this research paper and in 
my life in general",Blockchain
"table of contents 
     page 
list of tables     
list of figures     
chapter 
 i introduction     
   problem statement     
   nature and significance of the problem     
   objective of the study     
   study questions     
   limitations of the study    
   definition of terms    
   summary     
 ii",Blockchain
"background and review of literature     
   blockchain overview    
   key characteristics of blockchain    
   application of blockchain     
   blockchain architecture     
   types of blockchain     
   consensus algorithms     
   literature review related to problem     
   literature reviews related to methodology     
 
 
chapter    page 
   summary     
 iii",Blockchain
"methodology     
   design of the study     
   data collection     
   tools and techniques     
   summary     
 iv",Blockchain
"data presentation and analysis     
   blockchain technical challenges and advances     
   security threats to blockchain systems    
   doublespending security threats     
   mining pools security threats    
   blockchain network security threats     
   wallet security threats    
   smart contract security threats     
   data analyzed security threats classified taxonomies     
   summary     
 v results conclusion and recommendations     
   results     
   future research directions     
   conclusion  ",Blockchain
"these questions are still open to 
us",Blockchain
"by answering the questions novice developers could know what resources to exploit 
to support their blockchain relevant programming tasks and blockchain project 
communities could better acknowledge how to make blockchain technology more 
practical to frontline developers",Blockchain
"in this article we conduct a case study by stack overflow a popular technical 
question and answer q  a website attracting millions of developers",Blockchain
"we extracted all 
the blockchain relevant question posts and investigate how blockchain is discussed by 
developers there",Blockchain
"overview of the study 
in this study we attempt to draw a profile of blockchain in the eyes of developers with 
stack overflow as a point of penetration",Blockchain
"in brief the motivation of this study contains 
three parts",Blockchain
"first we want to evaluate the popularity of blockchain or to check whether 
blockchain is hot",Blockchain
"to this end we use the frequency of blockchain relevant questions in 
stack overflow as an index",Blockchain
"second we want to acknowledge what are the frequently 
encountered problems about blockchain",Blockchain
"hence we analyze the blockchain relevant 
questions in stack overflow to find the common terms",Blockchain
"third we also want to know 
what frameworks tools libraries or techniques can be used by developers in blockchain 
relevant tasks",Blockchain
so we try to identify these entities from tags of stack overflow posts,Blockchain
"in 
summary the study is to answer the following three questions 
q how frequently blockchain relevant questions are posted in stack overflow",Blockchain
q what are the common problems when blockchain is involving,Blockchain
"q what blockchain specialized entities programming relevant platforms frameworks 
tools libraries techniques etc do there exist",Blockchain
with these questions the study is conducted according to the following steps,Blockchain
"at first 
we extract the question posts in which the string “blockchain” is mentioned",Blockchain
"an 
evolvement analysis of these posts is conducted",Blockchain
"next we manually categorize these 
extracted question posts into different types in perspective of developers’ demands",Blockchain
"the 
description of each type is summarized further",Blockchain
"then blockchain relevant tags of the 
extracted question posts are selected",Blockchain
"after that these tags are identified as commonly 
used frameworks tools libraries or techniques related to blockchain",Blockchain
"figure  outlines 
the process of this study",Blockchain
"blockchain relevant entities indicate concepts 
specialized in blockchain technology such as platforms frameworks or techniques",Blockchain
"data preparation 
 
posts extraction 
the stack overflow data is publicly available on internet archive 
 in this study we download the file postsxml 
question types summarizationdata preparation 
stack 
overflow 
data 
blockchain 
relevant 
posts 
posts  
extraction 
posts 
categorization 
categorized 
posts 
blockchain relevant entities detection
blockchain 
relevant 
entities 
entities 
identification 
blockchain 
relevant 
tags 
tags selection 
 
 
which contains all the posts of stack overflow",Blockchain
"the file contains  question 
posts which were posted from july  to march ",Blockchain
"we parse the file to obtain post 
metadata for example the post title the post body the tags and the score",Blockchain
with these data we extract the question posts in which “blockchain” is mentioned,Blockchain
"specifically we first remove all the code snippets and hyperlink text enclosed in a 
href“” html tags from the bodies of all the question posts",Blockchain
"then we go through 
the titles bodies and tags of all the question posts",Blockchain
"a question post is extracted as 
blockchain relevant if the string “blockchain” or “blockazchain” appears in at least 
one of these three fields where “az” represents a character but not a letter",Blockchain
"using 
these heuristics  question posts are identified as blockchain relevant",Blockchain
"evolvement of the blockchain relevant posts 
among all  question posts in stack overflow only  of them are 
blockchain relevant",Blockchain
"we suppose that blockchain is an emerging concept and going to 
rise",Blockchain
"to prove this idea we investigate the evolvement of the blockchain relevant 
question posts",Blockchain
"figure  presents the number of blockchain relevant question posts per 
month",Blockchain
"the stack overflow website was operative as early as july  but blockchain 
relevant question posts were not mentioned for a long time at the beginning",Blockchain
"the first 
blockchain relevant question was posted in january ",Blockchain
"the time span before that date 
is omitted in the figure",Blockchain
the data of march  is eliminated as it is not complete,Blockchain
we have two observations from the evolvement,Blockchain
"on the one hand blockchain is an 
ongoing topic in stack overflow programming practice",Blockchain
"the monthly number of 
blockchain relevant question posts shows a clearly increasing trend especially since 
january ",Blockchain
moreover the increasing speed tends to increase too,Blockchain
"that means more 
and more programming issues about blockchain are raised and discussed",Blockchain
"although the 
current number of blockchain relevant question posts is relatively small we believe that it 
could rise fast in the future",Blockchain
"on the other hand the application of blockchain is lagging 
behind the theory of blockchain",Blockchain
"the idea of blockchain was conceptualized in 

",Blockchain
"but only still  it emerged in stack overflow where blockchain is viewed in the 
application perspective",Blockchain
there is a time delay between theory and application,Blockchain
"however 
blockchain has attracted the attentions from programming communities and blockchain 
relevant questions are continuously growing",Blockchain
"a currently blockchain relevant questions only occupy a small part of all stack 
overflow posts but the monthly number is increasing over time figure ",Blockchain
evolvement of blockchain relevant question posts,Blockchain
"question types summarization 
 
posts categorization 
to give a summary of what tasks developers face with we categorize the blockchain 
relevant question posts into different types",Blockchain
"as the extracted question post set is not very 
large and for the sake of accuracy we do this work manually",Blockchain
"to make the results more understandable we do not focus on technical details but the 
demands of askers",Blockchain
"a question post is labeled with a unique type which reflects the main 
purpose of the asker",Blockchain
"for example in a post the asker writes “i want to query the 
blockchain to find the moment when an unconfirmed transaction comes through for a 
particular bitcoin address” ",Blockchain
"that is the asker wants to access the 
blockchain to obtain some information of transactions",Blockchain
"then we may label the post as 
“access”",Blockchain
"in another example “what’s the difference between distributed hashtable 
technology and the bitcoin blockchain”  the asker just wants to 
discriminate the two concepts but does not leak the practical requirements",Blockchain
"then the post 
could be labeled as “discussion”",Blockchain
"with this consideration we categorize the posts following the iterative process of 
mobile app reviews tagging",Blockchain
"specifically for each of the blockchain relevant question 
post we label it with an existing type",Blockchain
"if a question post does not match any existing 
types then we add a new type to the existing types and relabel the blockchain relevant 
question post from the beginning",Blockchain
"finally  types of blockchain relevant question posts 
are detected",Blockchain
"types of the blockchain relevant question posts 
for the  types of blockchain relevant question posts we summarize their substances 
and give a brief description and an example question post for each type",Blockchain
"the details are 
shown in figure ",Blockchain
"as a question post is labeled with a unique type the blockchain relevant question posts 
are grouped into  clusters",Blockchain
"if a large number of question posts belong to the same type 
then this type of issues are frequently encountered and should be paid more attention to",Blockchain
"the number of question posts a type involves cluster size reveals the popularity of this 
type",Blockchain
"to find the popular types we rank the  types according to the numbers of 
question posts and the results are displayed in figure  a",Blockchain
"the top three types are configuration deployment and discussion which account for 
more than  percent of all the posts",Blockchain
"questions of configuration are about how to 
configure the environment to work well",Blockchain
"many askers reported to get errors during the 
configuring process such as post error running custom blockchain 
hyperledger application with security enabled",Blockchain
"similarly deployment is about how to 
set up or install the blockchain system such as post how can i integrate 
etherium or waves platform wallet on my site",Blockchain
"among all the askers of these two types of 
questions a number of them are in the learning phase and do not have certain tasks",Blockchain
"askers of  question posts declared that they tried to follow the steps provided in the 
tutorials",Blockchain
questions of discussion are related to more general topics,Blockchain
"the askers may 
want to talk about the ideas eg are there already other practical uses for blockchain",Blockchain
 understand the mechanisms eg where are chaincodes executed,Blockchain
" resolve their puzzles eg bitcoins how can someone receive much less 
than have spent",Blockchain
" or verify their thoughts eg is blockchain a decentralised 
 
 
database",Blockchain
"these facts imply that the application of blockchain is still in the 
initial phase",Blockchain
"many developers are confused with the principles of blockchain and many 
developers have set out to work with blockchain",Blockchain
the  types of blockchain relevant question posts,Blockchain
then we evaluate the  types in another perspective,Blockchain
"a question post can be evaluated 
with different metrics",Blockchain
"for example score measures the quality of the post viewcount 
measures the number of visitors and favoritecount measures how many developers mark 
it as favorite",Blockchain
"a post may get high values of these metrics under the following scenarios 
access 
example post how to retrieve a value from a blockchain using php",Blockchain
" 
design decentralized applications by leveraging blockchain technology application 
example post how can blockchains be used in audit trails",Blockchain
" 
authenticate the participants by verifying the certifications or signatures authentication 
example post using the blockchaininfo api to verify bitcoin signatures in c  
configure blockchain systems to make them work correctly configuration 
example post error running custom blockchain hyperledger application with security enabled  
connect to blockchain systems or peer networks connection 
example post how to correctly respond to remote server",Blockchain
" 
design or implement the logic of smart contracts contract 
example post how to create contracts on ethereum blockchain in python",Blockchain
" 
achieve encryption or decryption of payloads or calculate hash values cryptography 
example post how to decrypt the transaction payload when confidentiality is turned on",Blockchain
" 
deploy or install blockchain relevant frameworks on their environments deployment 
example post how can i integrate etherium or waves platform wallet on my site",Blockchain
" 
post the opinions discuss the puzzle about blockchain technology discussion 
example post whats the difference between distributed hashtable technology and the bitcoin blockchain",Blockchain
" 
parse transfer or store the blockchain data processing 
example post bitcoin parsing blockchain api json in pyqt  
clarify programming details of blockchain relevant technology programming 
example post programming on solidity setname function bitdegree  
implement the protocols between peers ie consensus fault tolerance protocol 
example post how exactly to make consensus when chaincode has coding block of authority or event",Blockchain
" 
make transactions receive or send cryptocurrency between accounts transaction 
example post simple to bitcoin transaction with bitcore  
retrieve or query information from blocks cryptocurrency accounts addresses etc",Blockchain
"the question is just what many other developers want to ask the topic of the question is 
what many other developers concern the question is related to the jobs what many other 
developers are doing",Blockchain
in brief many other developers are interested in the question,Blockchain
"to 
find the types developers interested in we rank the  types according to the average 
score viewcount and favoritecount of posts they involve",Blockchain
"the results are shown in 
figure  b – d",Blockchain
"we note that the three metrics of question posts belonging to contract and protocol 
are all in top ranks",Blockchain
"questions of contract are about how to develop or implement the 
smart contract that is to contribute verify or implement the negotiation or performance 
of the contract",Blockchain
"in brief they are about the business logics of blockchain eg 
post how to destroy tokenscoins in a smart contract",Blockchain
"questions of 
protocol are about how to deal with protocols to make blockchain work correctly",Blockchain
"that is 
they are about the underlying logics of blockchain eg post how exactly to 
make consensus when chaincode has coding block of authority or event",Blockchain
"in general the 
types that developers are interested in are all related to the operating mechanisms of 
blockchain",Blockchain
there are some implications of the findings,Blockchain
"the official organizations of existing 
blockchain platforms frameworks or libraries may provide more manuals tutorials or 
books to facilitate the novice developers to handle these techniques",Blockchain
"the practitioners of 
blockchain may write more informal reading materials to make the masses understand the 
fundamental principles of blockchain more easily",Blockchain
"moreover the blockchain 
communities may set up specialized forums or websites so that the blockchain enthusiasts 
could discuss or exchange their ideas more conveniently",Blockchain
"a questions about blockchain can be roughly categorized into  types figure 
",Blockchain
"among them questions about configuration deployment discussion and 
mechanisms contract or protocol of blockchain are notable",Blockchain
the ranks of  types according to different metrics,Blockchain
"blockchain relevant entities detection 
 
tags selection 
in stack overflow a question post contains up to five tags",Blockchain
"the tags can usually reveal 
the main technologies the question post involves

 and they can usually be identified as 
named entities eg operating systems apis and platforms",Blockchain
"therefore we attempt to 
find commonly used frameworks tools libraries or techniques which are relevant to 
blockchain from the tags of the blockchain relevant question posts",Blockchain
to select blockchain relevant tags we leverage association rule mining,Blockchain
"generally if a 
tag frequently appears and only appears in the blockchain relevant question posts then 
this tag is highly possible to be specialized in blockchain",Blockchain
"there are usually two measures 
of each tag support indicates the frequency the tag appears in the blockchain relevant 
question posts confidence represents the proportion of the appearances of the tag in the 
blockchain relevant question posts to the total appearances of this tag",Blockchain
"the common process of association rule mining is to set thresholds for the two 
measures respectively and select the tags whose measures are above the thresholds",Blockchain
"however blockchain is a relatively new topic in stack overflow and blockchain relevant 
tags may appear very few times for instance only one time",Blockchain
"therefore we set the 
threshold of support to be zero ie all the tags which appear in the blockchain relevant 
question posts are considered so that more potential blockchain relevant tags can be 
selected",Blockchain
"for confidence we sort the values of this measure of all the tags in a descending order 
and draw a curve of the sorted values with their ranks",Blockchain
"then we find the knee of the 
curve

",Blockchain
"that is in the curve the value decreases steeply before the knee and get smooth 
after the knee",Blockchain
the value at the knee is chosen as the threshold of confidence,Blockchain
"in this way 
 tags are selected as their measures exceed the corresponding thresholds",Blockchain
"entities identification 
for each of the blockchain relevant tag we check the tag’s descriptions in stack 
overflow to determine what the entity the tag represents",Blockchain
"for example in stack overflow 
the tag “webjs” is described as “the webjs library is a collection of modules which 
contain specific functionality for the ethereum ecosystem allowing to ” it implies that 
the tag “webjs” represents webjs which is a javascript library used for ethereum",Blockchain
nevertheless descriptions of some tags can not be found in stack overflow,Blockchain
"under 
this condition we search the tag on the internet and check which descriptions are related 
to blockchain",Blockchain
fortunately there are no ambiguities,Blockchain
"that means a unique entity can be 
deduced from the information of the tag which is related to blockchain",Blockchain
"when the entities of all the blockchain relevant tags are identified the blockchain 
relevant frameworks tools libraries or techniques are clear to us",Blockchain
"blockchain relevant entities 
the identified entities of the  selected tags are analysed and summaried",Blockchain
"sometimes 
two tags represent the same entity ie the two tags duplicate each other",Blockchain
there are  unique entities in total,Blockchain
"figure  draws the word cloud 
 of the  entities",Blockchain
"the size of an entity name indicates the 
number of blockchain relevant question posts containing this entity as a tag",Blockchain
"there is 
undeniably that the biggest one is blockchain",Blockchain
"moreover we give each entity a summary  
 
 
 
figure ",Blockchain
the word cloud of identified entities relevant to blackchain,Blockchain
"• webjs a collection of libraries to interact with a local or remote 
ethereum node  
• bitcoin developer apis a set of blockchains apis to start building 
bitcoin applications  
• bitcoinj a java implemented library for working with the bitcoin 
protocol  
• nbitcoin a comprehensive bitcoin library for the net framework  
• bitcore a javascript bitcoin library for wallet application 
development 
• hyperledger a platform to advance crossindustry blockchain 
technologies  
• hyperledger fabric a blockchain framework with a modular 
architecture  
• ethereum a decentralized platform for applications  
• truffle a development framework for ethereum  
• corda a distributed ledger platform  
• bigchaindb a database with blockchain characteristics  
• quorum an enterprisefocused version of ethereum  
• monax an blockchainbased platform for business ecosystems  
• hyperledger sawtooth a modular platform for building 
deploying and running distributed ledgers  
• eosio a blockchain architecture enabling vertical and horizontal 
scaling of decentralized applications  
• exonum an extensible framework build secure permissioned 
blockchain applications 
• openzeppelin an framework of reusable and secure smart 
platformframework 
tool 
• hyperledger composer a set of collaboration tools for building 
blockchain business networks  
• geth command line tools for the ethereum network  
• remix a web browser based ide for solidity smart contracts  
• parity a client for interacting with the ethereum blockchain  
• tendermint a byzantine fault tolerant middleware for replicating 
applications securely  
• hyperledger explorer a blockchain module to interact with the 
ledger  
• metamask a browser extension of ethereum to interact with 
distributed applications  
• namecoin a bitcoinbased keyvalue pair registration and transfer 
system  
• bitpay a payments gateway of bitcoin 
• bitcoin a peertopeer digital currency with no central authority  
• cryptocurrency a kind of digital currency using encryption 
techniques  
• dogecoin an open source peertopeer digital currency  
• litecoin a cryptocurrency that enables instant payments to anyone 
in the world  
• neo cryptocurrency a blockchain currency like bitcoin with a 
public ledger 
currency 
library 
• solidity a contractoriented highlevel language for implementing 
smart contracts  
• bitcoin core daemon the core code of bitcoin  
• testnet an alternative bitcoin blockchain used for testing in
development software  
• ether a fuel for operating the distributed application platform 
ethereum  
• ethereum virtual machine evm the runtime environment for 
smart contracts in ethereum  
• omise a payment service provider  for southeast asia 
others 
techniqueprotocol 
• blockchain an open distributed ledger that can record transactions 
between two parties efficiently  
• smart contracts selfexecuting contractual states stored on the 
blockchain  
• bitcoin mining a peertopeer computer process used to secure 
and verify bitcoin transactions  
• consensus a set of algorithms ensure the consistency of blockchain  
• interplanetary file system ipfs a distributedpp hypermedia 
distribution protocol  
• merkle tree a data structure in  hashbased cryptography used in 
ethereum and bitcoin  
• erc a technical standard on the ethereum  for implementing 
tokens  
• quantum resistant ledger qrl a technique to tackle the threats 
to cryptocurrency 
 
 
to show its connotations",Blockchain
"if the readers are interested in any of these entities then more 
information could be got by retrieving on the internet with their full names as keywords",Blockchain
these entities cover a wide range of categories,Blockchain
"a large part of them belong to 
platformframework which helps users to build their blockchain systems in different 
aspects",Blockchain
"for example ethereum allows users to build and run decentralized applications 
operated through blockchain techniques corda allows businesses to transact directly in 
strict privacy and bigchaindb allows developers and enterprise to deploy blockchain 
applications with a blockchain database",Blockchain
"entities in tool are softwares or systems for 
certain uses eg parity hyperledger explorer and metamask are for interaction with 
blockchains",Blockchain
"library is a set of apis for developers to build applications associated with 
blockchain or bitcoin",Blockchain
"we note that all the listed platformsframeworks tools and 
libraries are freely available",Blockchain
"among all the categories currency means cryptocurrency 
a specialized one for blockchain",Blockchain
"a cryptocurrency is a digital currency in which 
cryptography techniques are used to regulate its generation and transfer",Blockchain
"bitcoin is the 
first decentralized cryptocurrency and we find cryptocurrencies other than bitcoin for 
example dogecoin and litecoin",Blockchain
"techniqueprotocol is referred to as technique protocol 
standard or concept used in blockchain or just blockchain itself",Blockchain
"moreover there are 
other categories eg solidity an advanced programming language",Blockchain
for all  entities we find three big groups hyperledger ethereum and bitcoin,Blockchain
"in 
the word cloud figure  the font colors of the entity names which are in the three 
groups are set to be magenta orange and cyan respectively",Blockchain
"it means that these entities 
are relevant to hyperledger ethereum or bitcoin",Blockchain
"the numbers of involving posts of the 
three groups are   and  which are relatively large numbers compared with the 
total number of blockchain relevant question posts ie ",Blockchain
"therefore we can say 
that hyperledger and ethereum are two most concerned about blockchain platforms in 
stack overflow",Blockchain
moreover unsurprisingly bitcoin is discussed frequently,Blockchain
"with the identified blockchain relevant entities the beginners could have a glimpse of 
blockchain relevant concepts",Blockchain
"especially they could use these open source frameworks 
tools or libraries to build their blockchain systems for example they could begin with the 
most popular platforms in stack overflow hyperledger or ethereum",Blockchain
a we identify  blockchain relevant entities figure  in stack overflow,Blockchain
"the 
entities in three groups which are relevant to hyperledger ethereum and bitcoin 
are frequently mentioned",Blockchain
"conclusion 
blockchain is going to be a hotspot in both industrial and academic fields",Blockchain
"our study 
investigates what are mostly concerned in the perspective of software developers",Blockchain
"we 
find that most developers in stack overflow are just in stage of learning and attempt",Blockchain
"many of them want to know how to correctly deploy and configure the blockchain 
systems with existing platforms or frameworks and they are also interested in the 
mechanisms of blockchain",Blockchain
"in general the three primary topics discussed in stack 
overflow are hyperledger ethereum and bitcoin",Blockchain
"with these findings the blockchain project communities could acknowledge the 
directions for making more practical blockchain techniques and novices could know what 
resources to exploit to build their first blockchain projects",Blockchain
"in the future we plan to 
expand our study to other q  a platforms forums or blogs",Blockchain
"on october   satoshi nakamoto published a 
brief but groundbreaking paper to a cryptography forum",Blockchain
"in it he outlined a way to overcome the  
doublespend scenario – a problem which plagued previous cryptocurrencies",Blockchain
"despite not mentioning 
blockchain explicitly he described its structure as a chain of hashed timestamps “each timestamp includes 
the previous timestamp in its hash forming a chain with each additional timestamp reinforcing the ones 
behind it” nakamoto ",Blockchain
"although this approach was later refined for bitcoin the concept was laid out 
a chain of blocks each cryptographically linked to the previous using a hash digest",Blockchain
"from this we denote 
that a blockchain is little more than a sequence of records each hashed and linked to the previous block 
figure ",Blockchain
"nakamoto’s blockchain proposal nakamoto  
however this approach alone wasn’t sufficient to eliminate the double spend issue",Blockchain
"in a double spend 
scenario the attacker attempts to create a race condition in which they spend the same virtual assets twice 
before either is validated",Blockchain
"for a blockchain to guard against this bitcoin needed a method for its network to 
form consensus",Blockchain
"nakamoto introduced a proofofwork model in which agents would repeatedly hash the 
block with a random number nonce until they achieved a value less than a specified target",Blockchain
"once found the 
block would then extend the existing chain",Blockchain
"as the blockchain is decentralized over peertopeer any agent 
                                                          
 satoshi nakamoto was a pseudonym and has spawned numerous conspiracy theories as to the author’s or authors’ actual identity 
gender and origin",Blockchain
"isbn  © 

can participate in the proofofwork consensus model to validate transactions bitcoin incentives agency with 
potential economic gains",Blockchain
"the bitcoin cryptocurrency required a construct into which it could record the order of transactions 
verify them and then secure the entry",Blockchain
"blockchain technology provided this mechanism through a collection 
of ever extending blocks where each block represents a pool of transactions and are cryptographically 
linked to a parent block via a hash digest",Blockchain
"since the blockchain is represented in a freely distributable file 
there is no master copy it is distributed among all parties",Blockchain
"the bitcoin network relies on this decentralized 
distribution along with the proofofwork consensus model to coordinate which blocks are added to the chain 
and to update all other copies",Blockchain
"the blockchain in bitcoin functions as a database to store transactions using a series of inputs and output 
resembling double entry accounting",Blockchain
"interestingly bitcoin balances are not maintained just inputs and 
outputs",Blockchain
there are no “coins” minted and serialized for consumption as one may think,Blockchain
"by traversing the 
blockchain the available balance for a user can be quickly calculated",Blockchain
"any attempt to “corrupt” the 
blockchain and award more coins in a transaction will fail as the blockchain hashes would have to be 
recalculated – a computationally hard problem – and the blockchain’s decentralized nature ensures other 
nodes will have legitimate copies",Blockchain
"the first usage of bitcoin dates to january   at which point nakamoto created the blockchain 
genesis block the first block in the chain and the only one not to have a parent block to link to and issued 
himself the first  bitcoins blockchain luxembourg sa  zohar ",Blockchain
"all blocks in the bitcoin 
blockchain trace back to this original transaction",Blockchain
"this leads to one more observation blockchains form an 
immutable historic record of every transaction from the date of origin in a transparent decentralized data 
store",Blockchain
"a blockchain gains its secure immutable nature by combining two innovations a cryptographic link 
between records that makes changes progressively more difficult the longer the chain is and the distribution 
of the data to all participating nodes on the decentralized network in which it is expected honest nodes 
outnumber potential attackers 
 functional characteristics  
despite being initially linked to bitcoin blockchain technology can be used independently in a variety of 
different usecases and markets ranging from insurance to the health industry",Blockchain
"a blockchain can be applied 
in virtually any industry in which assets are managed and transactions occur",Blockchain
"it can provide a secure chain of 
custody for both digital and physical assets through its functional characteristics that facilitate transactions 
through trust consensus security and smart contracts",Blockchain
"these aspects of blockchains are explored in the 
following sections",Blockchain
" transactions  smart contracts 
a transaction is an exchange of assets that is managed under the entity service’s rules",Blockchain
