Text,Category,Code
"when they did not mention this category, we left 
the cell empty.",Blockchain,0
"interviewees work in a cpa firm that is not a big four, which represent  different cpa firms (meaning that  interviewees at least work for 
the same firm).",Blockchain,0
"among those  cpa firms,  have not started any project on blockchain, which represents % of the cpa firms that are not 
big four
potential impact of blockchain on audit practice",Blockchain,0
"the findings go to show that exactly % of the 
questions asked in the survey were answered correctly by a majority of participants, thus 
proving my hypothesis that the students could not answer a majority of the questions in 
the survey correctly.",Cryptocurrency,1
"it is also interesting to note that that when asked about to 
what degree they believed that cryptocurrencies were safe investments utilizing a scale 
from -, a majority of the participants fell within the - range.",Cryptocurrency,1
"when asked about their 
familiarity concerning cryptocurrencies using the same scale, most participants fell 
within the - range.",Cryptocurrency,1
"these findings prove that more people need to be educated about 
the potential dangers of investing in cryptocurrencies before they invest in them.",Cryptocurrency,1
"ever since bitcoin began the cryptocurrency craze when it was introduced in 
, many investors have flocked to cryptocurrencies believing that they can be newest, 
hippest way to ‘get rich quick’.",Cryptocurrency,1
"many crypto-investors have experienced massive payouts 
from investing in cryptocurrencies as well as enjoyed the perks of having capital in a 
decentralized exchange.",Cryptocurrency,1
"however, there is a dark side to this budding cryptocurrency 
market.",Cryptocurrency,1
"as they have for centuries, fraudsters and con men have evolved with the times, 
finding new ways to defraud unassuming crypto-investors every day.",Cryptocurrency,1
"this new 
generation of fraudsters has found ways to perpetrate ponzi schemes, create fake initial 
coin offerings, pull exit schemes, coordinate pump and dump schemes as well as concoct 
many different schemes to steal investors’ cryptocurrencies out from under their noses.",Cryptocurrency,1
"more and more people lose money to these frauds as the popularity of cryptocurrencies 
rises.",Cryptocurrency,1
"a recent survey conducted by bitcoin.com news found that crypto-investors lose 
$.",Cryptocurrency,1
"million a day on average to cryptocurrency fraud (shobhit, ).",Cryptocurrency,1
"this statistic just 
goes to show that the public needs to become more educated on the many ways one can 
lose money when investing in the proverbial ‘wild west’ of investments.",Cryptocurrency,1
"ponzi schemes are frauds in which perpetrators pay off old investors’ dividends 
with new investments from new investors.",Cryptocurrency,1
"most of the time, the perpetrator’s investment 
firm will not even own a single share of stock.",Cryptocurrency,1
"new investors are wrangled in by falsified 
reports, unrealistically high return rates and the recommendations of older investors.",Cryptocurrency,1
"many are familiar with this fraud scheme due to the publicity that the bernie madoff case 
elicited.",Cryptocurrency,1
"however, due to the general public’s naiveite concerning cryptocurrencies, most 
may not be familiar with ponzi schemes that can be committed with cryptocurrencies.",Cryptocurrency,1
"probably the most infamous ‘crypto-ponzi scheme’ would be the scheme perpetrated by 
 
 
bitconnect.",Cryptocurrency,1
"on the surface, bitconnect seems like a perfectly legitimate 
cryptocurrency/exchange with a user-friendly website complete with a fun, animated 
video explaining its supposed perks.",Cryptocurrency,1
"however, bitconnect perpetrated a ponzi scheme 
that relieved thousands of investors of their cash.",Cryptocurrency,1
"initial investors were promised returns 
of up to % in the early days of the cryptocurrency.",Cryptocurrency,1
"investors were told by bitconnect 
that they would earn ‘interest’ on their bcc’s if they stored and traded them on 
bitconnect’s native cryptocurrency exchange thus rendering % of bcc transactions to 
occur on said exchange (buntinx, ).",Cryptocurrency,1
"another red flag was that any purchases of 
bitconnect coin (bcc) had to be paid in bitcoin.",Cryptocurrency,1
"this was most likely due to the fact 
that cash purchases are easier to trace as opposed to purchases using bitcoin or any other 
cryptocurrency.",Cryptocurrency,1
"bitconnect supplied investors with earnings reports that would show how 
much they had gained in interest.",Cryptocurrency,1
"the ‘interest’ was no doubt earned through the funds 
coming from new investors; the textbook definition of a ponzi scheme (jenkin, ).",Cryptocurrency,1
"as 
of january th, , many believe that bitconnect’s ponzi scheme has come to a halt.",Cryptocurrency,1
"the price of bcc had decreased drastically by % in a short amount of time falling 
from a lofty $ per bcc to a mere $ per bcc (buntinx, ).",Cryptocurrency,1
"this rapid decline is 
no doubt in response to many crypto-investors’ realizations that they were most likely 
being scammed out of their money and had no chance of recovering their funds.",Cryptocurrency,1
"unfortunately, the perpetrators of the scheme covered their tracks very well.",Cryptocurrency,1
"by operating 
anonymously and requiring that all bcc purchased be made be bought with bitcoin, they 
made it nearly impossible for investigators to track them down.",Cryptocurrency,1
"some estimate that 
anywhere between  and  million dollars were stolen as a result of this fraud (cryptick, 
et al).",Cryptocurrency,1
"regardless of what the scope of the damage of this crypto-ponzi scheme actually 
 
 
was, the fraud was prominent enough to make many potential crypto-investor wary of his 
or her next crypto-investment.",Cryptocurrency,1
"another notable ‘crypto-ponzi scheme’ would be the one 
that a company by the name of bitfinex perpetrated.",Cryptocurrency,1
"bitfinex started out as legitimate 
‘crypto-company’ that took in investors just as any public company would.",Cryptocurrency,1
"the scam 
began when bitfinex servers were hacked and thieves made off with $,, worth 
of customer investments.",Cryptocurrency,1
"in an attempt to minimize the effects of the theft, bitfinex 
executives encouraged investors to convert their shares into equity within the company 
thus creating value from nothing at all.",Cryptocurrency,1
"once most of the investors had converted their 
investments to shares, bitfinex then encouraged them to sell their equity as shares to new 
investors.",Cryptocurrency,1
"once enough people had fallen for the fraud, they used the new investors’ 
funds to pay off the hack victims’ hold outs, in effect, creating an effective ponzi scheme 
(bitfinexed, ).",Cryptocurrency,1
"the cryptocurrency tether is yet another example of a ponzi scheme 
committed with cryptocurrencies.",Cryptocurrency,1
"tether is a type of cryptocurrency that is purposefully 
set to an equal exchange rate.",Cryptocurrency,1
"theoretically, this allows tether to act as a safe medium 
for investors who are constantly trading one cryptocurrency for another.",Cryptocurrency,1
"tether claims 
that for each tether on the marketplace, there will be one u.s. dollar to back it up.",Cryptocurrency,1
"red 
flags manifest when you look into the numbers for yourself.",Cryptocurrency,1
"on the open exchange at the 
time this research was conducted, tether has approximately ,,, tethers in 
circulation (www.coinmarketcap.com).",Cryptocurrency,1
"according to tether’s last audit at the time of this 
research, which occurred on may rd, , auditors could only account for 
$,,.",Cryptocurrency,1
"in u.s. dollars which is not even close to the figure of tether in 
circulation (crypto investor, ).",Cryptocurrency,1
"many crypto-investors believe that tether is 
perpetrating a ponzi scheme since the amount of cash that they are supposed to have to 
 
 
back up their cryptocurrency is nowhere close to the amount of cryptocurrencies on the 
market as there should be.",Cryptocurrency,1
"along with the numbers not matching up, many crypto-
investors are also wary of a few other red flags surrounding tether’s business practices 
such as the business ties with the aforementioned bitfinex, the disintegration of 
relationships with many prominent banks, lawsuits against said banks, the tendency of 
tether to withhold crucial information from investors as well as ronn torrosian’s (head 
of public relations for tether) past association with a company that had committed a 
ponzi scheme in the past (bitcoinexchangeguide,).",Cryptocurrency,1
"fraudsters are famous for their 
craftiness and ingenuity, so it is no surprise that they have adapted an age-old scheme to 
cryptocurrencies.",Cryptocurrency,1
"another typical fraud associated with cryptocurrencies would be the fake ico 
scheme.",Cryptocurrency,1
"in the world of cryptocurrencies, ico’s or initial coin offerings are similar in 
many aspects to initial public offerings for stocks.",Cryptocurrency,1
"typically, a cryptocurrency company 
will release a predetermined number of coins to the open market in the same way stocks 
are issued when a company goes public.",Cryptocurrency,1
"many ico’s are in fact legitimate 
cryptocurrencies that have potential to make the investor a profit like any other security.",Cryptocurrency,1
"however, there is a substantial portion of ico’s that are deemed fraudulent since the 
executives of these companies attempt to coerce investors to invest in cryptocurrencies 
that do not actually exist in an attempt to relieve them of their money in a quick and 
efficient manner.",Cryptocurrency,1
"these con artists capitalize on potential investors’ fomo, or ‘fear of 
missing out’ on the next big cryptocurrency payout (zhu and zhang, ).",Cryptocurrency,1
"researchers 
from a ‘big ’ accounting firm, ernst & young, estimate that more than % of the $.",Cryptocurrency,1
"billion invested in ico’s thus far have been stolen due to fake ico schemes such as these 
 
 
to date (zhu and zhang, ).",Cryptocurrency,1
"fake ico perpetrators will attempt to entice potential 
investors to become ensnared in their scheme by fabricating exorbitantly high return 
rates, lying about the numbers of investors and how much they had invested as well as 
advertising novel features in an effort to make their non-existent cryptocurrency 
irresistible.",Cryptocurrency,1
"a fake ico scheme under the guise of a fake cryptocurrency by the name of 
plexcoin did just this.",Cryptocurrency,1
"plexcoin’s executives promised unbelievable returns of up to 
,% in the first  days, which of course cannot be a number that any feasible security 
could guarantee (levine, ).",Cryptocurrency,1
"plexcoin also brought in investors by suggesting that 
they were in the process of developing a credit card like instrument deemed ‘plexcard’.",Cryptocurrency,1
"supposedly, this fictitious card was designed to draw plexcoin out of atm’s as well as 
“be used anywhere in the world and [would] be connected directly to [a] plexwallet.",Cryptocurrency,1
"it 
will give you the opportunity to spend your money in a totally confidential way” (levine, 
).",Cryptocurrency,1
"in addition to the ridiculous statements concerning the fake cryptocurrency, 
plexcoin’s website and business plan were also worryingly vague.",Cryptocurrency,1
"it turns out that the 
fake ico scheme perpetrated by plexcoin was the brainchild of a repeat fraudster, 
dominic lacroix.",Cryptocurrency,1
"was able to prosecute lacroix since fake ico’s fall under 
securities fraud (levine, ).",Cryptocurrency,1
"unfortunately, lacroix was still able steal over $ 
million before his arrest (lee, ).",Cryptocurrency,1
"another interesting example of a fake ico scheme 
would be the recoin scheme.",Cryptocurrency,1
"recoin was a fictitious cryptocurrency created by a 
fraudster by the name of maksim zaslavskiy.",Cryptocurrency,1
"zaslavskiy pedaled his ‘revolutionary’, new 
cryptocurrency as being the first ever cryptocurrency to be backed by real estate.",Cryptocurrency,1
"one 
article described recoin as a great investment vehicle for investors wary of the world of 
cryptocurrency since, unlike any other cryptocurrency, the “proceeds from the initial sale 
 
 
of tokens will be invested in the highly regulated real estate market in virtually all 
jurisdictions while reinforcing the holders' and investors' confidence in the recoin 
“(zaslavskiy, ).",Cryptocurrency,1
"zaslavskiy also perpetrated the same fraud with another fake 
cryptocurrency with the designation of drc for diamond reserve club.",Cryptocurrency,1
"the theory 
behind drc was similar to recoin, but instead of proceeds being invested in real estate, 
proceeds were supposedly invested in diamonds (morris, ).",Cryptocurrency,1
"however, it seems as 
though zaslavskiy never did invest any proceeds from recoin into any real estate or any 
proceeds from drc into diamonds.",Cryptocurrency,1
"according to an investigation conducted by the sec, 
it was discovered that neither recoin or drc had any operations (morris, ).",Cryptocurrency,1
"zaslavskiy and lacroix are just a few of many fraudsters that have attempted to 
perpetrate fake ico schemes.",Cryptocurrency,1
"believes that this problem is so prevalent that 
this is such a prevalent issue for potential crypto-investors, that they have even made a 
mock, fake ico website in order for them to consult when wondering whether or not 
invest in a cryptocurrency (liao, ).",Cryptocurrency,1
the next scheme to be discussed is exit schemes.,Cryptocurrency,1
"according to investopedia, an 
exit scheme is “a fraudulent practice by unethical cryptocurrency promoters who vanish 
with investors’ money during or after an ico” (shobhit, ).",Cryptocurrency,1
"sometimes, exit schemes 
may be able to start out as legitimate enterprises.",Cryptocurrency,1
"however, due to adverse economic 
conditions, poor business planning or a combination of both, future perpetrators of exit 
schemes may attempt to vanish into thin air in an attempt to escape the consequences of 
overseeing a failing business, making off with all the investors’ funds in the process.",Cryptocurrency,1
"this 
 
 
sort of scheme has become popular with cryptocurrency start ups seeing as anonymity is 
easy to maintain when all a business’s operations are virtual.",Cryptocurrency,1
"a crypto-company by the 
name of giza perpetrated a scheme just like this.",Cryptocurrency,1
"investors believed giza to be a 
legitimate company since it had announced a partnership with a russian tech firm, third 
pin llc.",Cryptocurrency,1
"giza contracted third pin to aid in the creation of a secure device that could 
store cryptocurrencies.",Cryptocurrency,1
"giza in turn raised over , ethereum coins, an amount equal to 
roughly $.",Cryptocurrency,1
"investors began to worry when third pin announced that 
they had cut ties with giza.",Cryptocurrency,1
"around february of , all of the investors’ funds were 
transferred out of the known giza wallet, supposedly by the mysterious and anonymous 
c.e.o.",Cryptocurrency,1
"no one has been able to track down fike (if that is even his 
real name) since his linkedin profile contained falsified information such as the fact he 
attended oxford university when oxford has no record of his attendance (kharpal, 
).",Cryptocurrency,1
"giza has now become synonymous in the crypto-trading community with exit 
schemes.",Cryptocurrency,1
"a similar exit scheme was perpetrated by the crypto-company, loopx.",Cryptocurrency,1
"loopx 
told investors that it had developed a complex crypto-trading software that contained an 
algorithm that would earn investors weekly profits.",Cryptocurrency,1
"contrary to the payouts that they 
were expecting, investors were instead relieved of  bitcoin and , ethereum in 
january .",Cryptocurrency,1
"it appears as if loopx decided to pull an exit scheme when they decided 
that they would not be able to convince investors that they were unable to come up with a 
software that could do everything that they promised.",Cryptocurrency,1
"there are no traces of loopx’s 
website or the type-o riddled white paper anywhere on the internet seeing as the 
fraudsters wiped every trace of loopx’s existence from the internet (mix, ).",Cryptocurrency,1
"even 
though some crypto-companies may pull an exit scheme to escape a business plan gone 
 
 
wrong, there are many more fraudsters perpetrate the same scheme with no intention of 
ever delivering anything for their customers or investors.",Cryptocurrency,1
"one of the biggest exit schemes 
that fits into this category would be the one pulled off by cabbagetech.",Cryptocurrency,1
"of cabbagetech pulled his exit scheme by offering customers crypto-
investment trading advice in exchange for payments of cryptocurrency.",Cryptocurrency,1
"cabbagetech 
claimed that with their service, one could expect as high as a “% return on an 
investment in less than a week” (cheng, ).",Cryptocurrency,1
"however, mcdonnell never delivered the 
service to his customers, and attempted to simply exit the business with approximately 
$.",Cryptocurrency,1
million worth of customers’ bitcoin.,Cryptocurrency,1
"however, the securities and exchange 
commission and commodity futures trading commission have filed charges against 
mcdonnell and cabbagetech to thwart ever growing cryptocurrency fraud in america 
(cheng, ).",Cryptocurrency,1
the cabbagetech fraud is not alone by any stretch of the imagination.,Cryptocurrency,1
"benebit was supposed to be a novel cryptocurrency company that would use benefits to 
incentivize customers to invest.",Cryptocurrency,1
"benebit also claimed that it would the rewards system 
would work like racking up frequent flyer miles from your airline.",Cryptocurrency,1
"however, investors 
began to question benebit’s authenticity when they discovered that the photos of the team 
members were fake.",Cryptocurrency,1
"soon after the allegations were brought up, the scammers exited 
with estimated funds of $.",Cryptocurrency,1
"to $ million before ever even bringing their novel 
cryptocurrency idea to the market (kean, ).",Cryptocurrency,1
"a cryptocurrency by the name of opair 
has a very similar story.",Cryptocurrency,1
"a mysterious developer who went by wasserman offered a 
cryptocurrency that supposedly would act as a sort of “decentralized debit card system 
using its own token, xpo” (kean, ).",Cryptocurrency,1
"the cryptocurrency brought in an estimated 
$.",Cryptocurrency,1
"million before the fraudsters exited with all the funds after investors noticed that the 
 
 
team’s linkedin profiles were fake.",Cryptocurrency,1
"to date, nobody knows the true identity of 
wasserman, or where the money from opair has gone to (kean, ).",Cryptocurrency,1
"not all exit 
schemes have to be as elaborate as the previous examples do.",Cryptocurrency,1
"probably the most 
ridiculous exit scheme was perpetrated by the ironically named ponzicoin.",Cryptocurrency,1
"ponzicoin 
raised over $, before the perpetrator vanished with the funds.",Cryptocurrency,1
"apparently, the 
cryptocurrency openly marketed itself as a scam, however, gullible investors were still 
drawn to invest money into what they must have thought was a legitimate cryptocurrency 
(kean, ).",Cryptocurrency,1
"with the ever-increasing amount of exit schemes that are uncovered every 
day, prospective crypto-investors must remain careful to research the legitimacy of these 
cryptocurrencies and businesses now more than ever.",Cryptocurrency,1
"pump and dump schemes have been around for ages and have proven to be fairly 
lucrative schemes for fraudsters to perpetrate.",Cryptocurrency,1
"according to investopedia, pump and 
dump schemes can be defined as a fraud “that attempts to boost the price of a stock 
through recommendations based on false, misleading or greatly exaggerated statements” 
(investopedia, ).",Cryptocurrency,1
"in other words, fraudsters will pump up the price by buying 
substantial amounts of the stock as well as propagating fake news through fake celebrity 
tweets or fake articles to entice others to help them inflate the price of the security, then 
dump it all in one single coordinated effort to make a profit.",Cryptocurrency,1
"this may seem like a 
victimless crime, but one must consider the amount that investors who are purchasing the 
‘dumped’ securities are purchasing them at an artificially inflated price under the false 
pretenses of the scammers.",Cryptocurrency,1
"these new investors will no doubt lose significant amounts to 
the scam.",Cryptocurrency,1
"pump and dump schemes have been popular ever since the ’s and remain 
relevant today almost  years later.",Cryptocurrency,1
"fraudsters have now taken to perpetrating these 
 
 
schemes with cryptocurrencies.",Cryptocurrency,1
"due to cryptocurrency’s markets inherent qualities of 
volatility and unpredictability, crypto-investors’ extreme fear of missing out on the next 
big cryptocurrency as well as the ability to remain completely anonymous using the 
internet, pump and dump perpetrators have found it relatively easy to make a quick profit 
off budding cryptocurrencies.",Cryptocurrency,1
"usually these scams are started by only one or a handful of 
people.",Cryptocurrency,1
"these ‘investment groups’ (as many pump and dump groups like to refer to 
themselves) coordinate their efforts through anonymous messaging apps such as discord 
and telegram and recruit new members through means of shameless social media 
advertising and member recruitment.",Cryptocurrency,1
"recruitment is vital to the success of these pump 
and dump schemes since the biggest contributing factor to how much the price of the 
cryptocurrency can be inflated is based solely on how many coins are bought up by how 
many investors.",Cryptocurrency,1
"members are enticed to recruit new members with the incentive of being 
promoted to higher ranks within the group based on how many new members that they 
have invited.",Cryptocurrency,1
"the advantages of being of a higher rank means that you will get anywhere 
.",Cryptocurrency,1
"to a . second earlier notification when to dump your coins to get a higher return on 
an investment since you will be selling before a majority of the group does.",Cryptocurrency,1
"this means 
that the higher rank you are within the group, the better opportunity you will have to 
make the highest possible profit.",Cryptocurrency,1
"however, this logic backfires for most of the members, 
in effect, scamming the scammers.",Cryptocurrency,1
"only the top of the group sees any real profit while 
the ones who lost are left to rationalize their loss based on the assumption that they 
simply sold too late (martineau, ).",Cryptocurrency,1
"as these scams have become more and more 
popular over the past couple years, the government has decided to step in to try to 
regulate them.",Cryptocurrency,1
"the commodity futures trading commission has announced that they 
 
 
will focus on “detecting and deterring fraudulent activities, such as pump and dump 
schemes, while not stifling early innovation in the crypto space” (cftc, ).",Cryptocurrency,1
"the 
cftc and sec can prosecute pump and dump schemes under the securities act of  
(sec, ).",Cryptocurrency,1
"however, due to the anonymity of the message groups, it is hard to discern 
who is involved in these schemes.",Cryptocurrency,1
"this is the reason for the cftc offering rewards of 
$, or up to % of the sanctions recuperated by the fraudsters for whistleblowers 
who expose the heads of these pump and dump schemes (crypto insider, ).",Cryptocurrency,1
"in addition to the aforementioned schemes that can be committed with 
cryptocurrencies, there are a few schemes that i have categorized simply as 
‘cryptocurrency theft’.",Cryptocurrency,1
"due to the inherent nature of cryptocurrencies being a virtual 
currency, hackers have attempted to relieve unsuspecting investors of their 
cryptocurrencies for years.",Cryptocurrency,1
"i have chosen to categorize the following frauds as 
cryptocurrency theft since they all involve some sort of perpetrator stealing 
cryptocurrencies from an unsuspecting holder.",Cryptocurrency,1
"most financially literate individuals will 
be familiar with the infamous ‘nigerian prince’ or  fraud (labeled  due to the 
section of nigerian law that makes it illegal).",Cryptocurrency,1
"this scheme is a type of advance fee 
scheme that involves a scam artist, stereotypically from nigeria, that entices someone to 
wire him or her a small sum of money in order to clear a large sum in which the scammer 
claims can be split between both the con-man and the conned.",Cryptocurrency,1
"however, all these stories 
are fictitious, and the investor usually never sees any of their investment ever again.",Cryptocurrency,1
"these scammers are now perpetrating these same  scams, but now with 
cryptocurrencies.",Cryptocurrency,1
"in addition to scamming citizens abroad such as us in america, these 
nigerian scammers have also taken to scamming their own countrymen.",Cryptocurrency,1
"the goal is to 
 
 
convince unsuspecting nigerians to wire over naira; the local, nigerian currency, for 
phony cryptocurrencies such as ‘billion coin’ (mcdonnell, ).",Cryptocurrency,1
"in addition to these 
crypto-nigerian schemes, hackers have also become prevalent threats to the security of 
investors’ cryptocurrencies.",Cryptocurrency,1
"these hackers will use many different tactics to steal 
cryptocurrencies.",Cryptocurrency,1
"despite the many safeguards that blockchain technology can offer to 
help protect investors from hackers, they still manage to steal cryptocurrencies every day.",Cryptocurrency,1
one man in a suburb of los angeles lost his life savings to crypto-hackers.,Cryptocurrency,1
"chris dejrit 
lost over $, to hackers posing as technicians for the exchange that he was using.",Cryptocurrency,1
"the requested that dejrit give them his personal logins so that they could fix some bugs 
in his profile.",Cryptocurrency,1
"the next time dejrit logged in, he noticed that his entire stash of bitcoin 
was gone without a trace (cbs los angeles, ).",Cryptocurrency,1
"another type of cryptocurrency theft 
that has become more and more popular over the past couple years are ransomware 
schemes.",Cryptocurrency,1
these schemes have caught the entire crypto-world off guard.,Cryptocurrency,1
"fraudsters 
perpetrate these schemes by utilizing ransomware to take over people’s computers and 
vow only to unlock them once a payment of untraceable cryptocurrency has been made to 
the fraudster’s e-wallet.",Cryptocurrency,1
"in , it was estimated that cryptowall, a specific type of 
ransomware virus, made off with over $ million worth of cryptocurrencies (the 
data team, ).",Cryptocurrency,1
"ransomware, another prominent ransomware virus, also swept 
across europe in may of  causing considerable damage to all those affected.",Cryptocurrency,1
"the 
impact was so great that many european legislators attempted to make cryptocurrencies 
illegal so that scams such as ransomware would not be allowed to persist (coleman, 
).",Cryptocurrency,1
"however, the most egregious cryptocurrency thefts that the world of 
cryptocurrency has ever seen would have to be the hacks of mt.",Cryptocurrency,1
gox and bitfinex are both what the cryptocurrency community refers to as exchanges.,Cryptocurrency,1
"a 
cryptocurrency exchange acts as a market place where cryptocurrencies can be stored and 
traded.",Cryptocurrency,1
"these exchanges hold massive amounts of the world’s cryptocurrencies and are 
trusted by their customers to provide a safe trading environment.",Cryptocurrency,1
"gox was not hacked 
once, but twice.",Cryptocurrency,1
"the first hack occurred in  when the hacker gained access to the 
exchange by using an auditor’s credentials that were supposed to be kept confidential.",Cryptocurrency,1
"the first hack made off with , bitcoins, a miniscule amount compared to what was 
lost during the second hack.",Cryptocurrency,1
"the second hack, which occurred in , relieved mt.",Cryptocurrency,1
"gox 
of , bitcoins which is the equivalent to around $ million, an amount equal to 
over % of bitcoins in circulation at the time.",Cryptocurrency,1
"with the second hack, all of mt.",Cryptocurrency,1
"gox’s 
customers had lost all faith in the company, and it filed for bankruptcy shortly afterwards 
(khatwani, ).",Cryptocurrency,1
"gox hack, hackers were also able to do 
comparable damage to the bitfinex exchange.",Cryptocurrency,1
"hackers were able to exploit a weakness in 
bitfinex’s authentication controls and steal , bitcoins from investors making it the 
second biggest cryptocurrency theft since mt.",Cryptocurrency,1
"gox and bitfinex, other popular exchanges such as bitfloor, poloniex and bitstamp, 
rendering the aforementioned examples to not be isolated incidents (khatwani, ).",Cryptocurrency,1
"it 
is important to note that all the hacks were made possible due to negligence or oversight 
by those in charge of the exchanges and not simply investor error such as some other 
examples mentioned earlier.",Cryptocurrency,1
"works cited 
(), cryptick, et al.",Cryptocurrency,1
“bitconnect scam: how many people are involved?,Cryptocurrency,1
"post  - 
steemit.” - steemit, steemit.com/bitconnect/@cryptick/bitconnect-scam-how-
many-people-are-involved-post-.",Cryptocurrency,1
"“bitfinex & tether fraud mismanagement – what is usdt all 
about?” bitcoinexchangeguide,  dec. , 
bitcoinexchangeguide.com/bitfinex-tether-fraud-mismanagement/.",Cryptocurrency,1
"“bitfinex never 'repaid' their tokens, bitfinex started a ponzi 
scheme.” medium, augmenting humanity,  oct. , 
medium.com/@bitfinexed/bitfinex-never-repaid-their-tokens-bitfinex-started-a-
ponzi-scheme-aadd.",Cryptocurrency,1
"“the bitconnect ponzi scheme has finally collapsed as exit scam 
becomes evident.” newsbtc,  mar.",Cryptocurrency,1
", 
www.newsbtc.com////bitconnect-ponzi-scheme-finally-collapsed-exit-
scam-becomes-evident/.",Cryptocurrency,1
"local man loses $, in cryptocurrency 
scam.",Cryptocurrency,1
"youtube, youtube, , www.youtube.com/watch?reload=.",Cryptocurrency,1
"“the dark side of bitcoin: illegal activities, fraud, and 
bitcoin.” blockonomics blog, blockonomics blog,  june , 
blog.blockonomics.co/the-dark-side-of-bitcoin-illegal-activities-fraud-and-
bitcoin-ea.",Cryptocurrency,1
"youtube, youtube,  sept. 
, www.youtube.com/watch?v=qozxrvou.",Cryptocurrency,1
"“bitconnect ponzi scheme - no sympathy from crypto 
community.” cointelegraph, cointelegraph,  july , 
cointelegraph.com/news/bitconnect-ponzi-scheme-no-sympathy-from-crypto-
community.",Cryptocurrency,1
"five largest ico ‘exit scams’: expert 
take.” cointelegraph, cointelegraph,  july , cointelegraph.com/news/dont-
believe-the-hype-the-five-largest-ico-exit-scams-expert-take.",Cryptocurrency,1
"“mysterious cryptocurrency scammers ran off with more than $ 
million after ditching their investors.” cnbc, cnbc,  mar.",Cryptocurrency,1
", 
www.cnbc.com////cryptocurrency-scammers-of-giza-make-off-with--
million-after-ico.html.",Cryptocurrency,1
"“top  biggest bitcoin hacks ever.” coinsutra - bitcoin community, 
 nov. , coinsutra.com/biggest-bitcoin-hacks/.",Cryptocurrency,1
"“feds shut down allegedly fraudulent cryptocurrency offering.” ars 
technica, ars technica,  dec. , arstechnica.com/tech-policy///feds-
shut-down-allegedly-fraudulent-cryptocurrency-offering/.",Cryptocurrency,1
"“the sec created its own scammy ico to teach investors a 
lesson.” the verge, the verge,  may , 
www.theverge.com/tldr/////sec-cryptocurrency-ico-investors.",Cryptocurrency,1
"“inside the group chats where people pump and dump 
cryptocurrency.” the outline, the outline,  jan. , 
theoutline.com/post//inside-the-group-chats-where-people-pump-and-dump-
cryptocurrency?zd=.",Cryptocurrency,1
"“the sec filed fraud charges against  bitcoin-inspired 
icos.” fortune, fortune, , fortune.com////sec-ico-fraud-charges/.",Cryptocurrency,1
“what's a cryptocurrency exit scam?,Cryptocurrency,1
"how do you spot 
one?” investopedia, investopedia,  mar.",Cryptocurrency,1
", 
www.investopedia.com/tech/whats-cryptocurrency-exit-scam-how-spot-one.",Cryptocurrency,1
"“$ million lost each day in cryptocurrency scams.” investopedia, 
investopedia,  mar.",Cryptocurrency,1
", www.investopedia.com/news/beware-m-are-lost-
each-day-crypto-scams/.",Cryptocurrency,1
"“tether (usdt) price, charts, market cap, and other metrics.” coinmarketcap, , 
coinmarketcap.com/currencies/tether/.",Cryptocurrency,1
"“ransomware attacks were on the rise, even before the latest 
episode.” the economist, the economist newspaper,  may , 
www.economist.com/graphic-detail////ransomware-attacks-were-on-the-
rise-even-before-the-latest-episode.",Cryptocurrency,1
u.s. commodity futures trading commission.,Cryptocurrency,1
"customer advisory: beware virtual 
currency pump-and dump schemes .",Cryptocurrency,1
"www.cftc.gov/sites/default/files/idc/groups/public/@customerprotection/documen
ts/file/customeradvisory_pumpdump.pdf.",Cryptocurrency,1
"a 
questions % correct % wrong
 % %
 % %
 % %
 % %
 % %
 % %
 % %
 % %
bitcoin % %
dogecoin % %
ethereum % %
vadarcoin % %
poppycoin % %
ripple % %
dash % %
ponzicoin % %
nysnc % %
bernina % %
janone % %
quartzcoin % %
saluki % %
nem % %
***# of participants:   
***hi-lighted percentages in the ‘% correct’ column go to prove my hypothesis because 
they signify that the majority of the students answered the question incorrectly.",Cryptocurrency,1
"fig b 
total % of questions where
the majority answered correctly:
.%  
***since the students answered less than a majority (for the purposes of this research; 
.%) of the answers correctly, the hypothesis has been proven correct.",Cryptocurrency,1
"fig c.  
cryptocurrency fraud perceptions 
.",Cryptocurrency,1
"on a scale of -, do you consider investing in cryptocurrencies to be a risky () 
or safe () venture, relative to other investments such as the stocks or bonds? 
 
.",Cryptocurrency,1
"on a scale of -, how familiar would you consider yourself on the subject such 
as cryptocurrencies such as bitcoin?",Cryptocurrency,1
"being very familiar,  being not familiar at 
all.",Cryptocurrency,1
"explanation: you are being administered this survey as a means of gauging a specific 
population’s grasp on financial frauds, specifically those than can be committed using 
cryptocurrencies.",Cryptocurrency,1
"please respond as truthfully as possible to the following questions 
concerning cryptocurrency fraud. 
. a ponzi scheme is a fraud in which… 
a.",Cryptocurrency,1
"***new investor’s funds are used to pay off old investor’s funds giving the 
illusion of a legitimate business.",Cryptocurrency,1
"b. a thief steals investments by first laundering the money through a bank or 
other reputable financial institution.",Cryptocurrency,1
"c. a fraudster sets up a fake online business which will take orders, but never 
deliver on any of the products.",Cryptocurrency,1
"an exit scheme occurs when… 
a. a fraudster leaves the country after committing a fraud.",Cryptocurrency,1
b. a fraudster deletes all internet presence after committing a fraud.,Cryptocurrency,1
"c. ***a fraudster takes all funds invested into a venture, wires them to different 
accounts and ceases all business activities.",Cryptocurrency,1
